cvr
16049999
25046838
25488466
26079438
26165695
27537618
27909906
28101546
28101554
28112130
28112157
28320892
28986378
29087385
29556113
29374163
29834466
30780566
30858816
31176336
31764599
32147925
32101895
32402038
32452280
32471862
33296541
33319320
34045356
34059713
34802785
34805466
35389393
34826277
34619492
18011743
30563085
25880978
25875613
21643106
78840412
18004801
17694073
17693980
14090290
13098875
30957318
28693125
34480478
36475080
33125585
15039272
28214456
26629993
51970357
35522972
20392673
32651860
30696972
36085290
32597254
33919506
21883670
35044906
25115007
18520591
31302269
27089585
67203518
21525340
32283659
35652205
29351643
17777092
26378834
34468222
44858614
14002138
35007717
53707319
12992335
30423674
37059250
30385330
10756197
32141536
10077060
25476786
28644418
29230463
54248911
25983815
20987340
45650316
17929984
30325559
25290623
32726224
28816219
32367410
42479217
31548691
25787056
15889640
40466215
35161546
35334742
35264515
25786599
10600782
30507770
41614854
32516599
32516637
19740986
26138698
31876842
33031998
27192254
75000413
36446102
11036236
31500702
72621719
34257795
25446186
32717551
30126610
15023309
18977028
35922342
71286010
28720327
31485517
25596579
43068210
34473390
10422345
32445195
26357314
45054055
36198915
35840478
31496144
19743500
42083356
12967101
27609082
71601552
30032861
35840559
35840591
33447221
25918487
34899436
27386563
18055007
69922716
29793360
29501351
30193202
16959189
17213695
26915740
25304993
33361416
18229692
35488480
18436388
29577668
26434726
18609746
17034006
33972784
26531055
26506921
29454663
21392596
33561342
78192119
25280377
29645582
34473242
21470279
35327711
29550220
34909776
32218954
63446858
33944926
20903686
20377178
71663418
25792491
26439264
89616514
14455086
27403514
14203699
30412168
10644003
11673449
32806643
25059387
32180299
32296009
69005357
31493072
19992381
20500204
27333222
34673632
49314019
53758517
25059115
81383413
14653732
31982197
20463597
91718758
18232294
11650090
34672865
26594960
13217939
18078643
10714680
28943865
34707464
31640008
29030146
17270702
11931391
28303769
30582799
26597641
50554252
31147980
30387686
33044399
31538149
31719240
34116091
20084944
27381227
11690092
26431387
25320573
14021337
29533237
67615913
29009651
29936838
30852117
30903730
26033756
14906649
29243433
35657819
24202178
26249600
34209758
29547130
29002088
32719112
12496702
35409963
31136636
20366486
30193792
28202458
24581950
35356711
35043616
65247968
34447322
33367813
29542740
34124841
44591618
21453803
16452106
35503595
31307139
29817189
31769442
33733860
32240437
18903989
33082789
13308896
35603514
15521376
35892206
26606411
11804896
25239237
32503330
35902430
26669421
